309,Dragon Ball Super: Super Hero,"Years after his father is defeated by an adolescent Gokuu Son, Magenta seeks revenge against Gokuu''s family and allies. In his quest to resurrect the defunct Red Ribbon Army, Magenta drafts the services of Dr. Hedo, grandson of the evil legendary scientist Dr. Gero. Hedo embarks to invent a new line of superheroic androids to eliminate Gokuu after Magenta manipulates him into believing that Earth''s most powerful heroes are actually alien villains.

While Gokuu and Vegeta train offworld, the alien Piccolo mentors Pan, Gokuu''s toddler granddaughter, in the same way he once trained Gohan Son, her father. Gohan himself has forsaken his warrior lineage in order to pursue an academic career. Both Piccolo and Gohan must leap into action when their quiet lives are interrupted by the arrival of Gamma 1-gou and Gamma 2-gou—Hedo''s new android creations.

While the Gamma androids believe they are fighting for justice, a more sinister project incubates beneath the Red Ribbon headquarters. Gohan and Piccolo take drastic actions to protect Pan and defend the planet against a new robotic menace.

[Written by MAL Rewrite]",7.56,Toei Animation,"Martial Arts, Super Power","Action, Adventure, Fantasy",1,99
310,One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,"""If you are a pirate among pirates among pirates among pirates, then gather your steadfast crew of friends and set sail for our island."" Upon finding an advertisement with these words on it for Omatsuri Island, the only recreational resort on the Grand Line, Monkey D. Luffy and his Straw Hat Crew set out for it immediately.

Enticed by the island''s casinos, spas, beautiful women, and exquisite cuisine, the crew are eager to relax and enjoy themselves. Much to their disappointment though, they are told upon arrival that they will first have to pass Baron Omatsuri''s ""Ordeals of Hell."" Once they complete this series of challenges, they will be able to enjoy the resort.

However, problems begin to surface the longer they stay on the island. As strange events continue to unfold, the Straw Hat Crew find themselves at odds with one another, disagreeing at every turn. Will the Straw Hat Crew be able to figure out the truth behind Omatsuri Island, or will they fall apart from infighting first?

[Written by MAL Rewrite]",7.76,Toei Animation,NULL,"Action, Adventure, Drama, Fantasy",1,91
311,Comet Lucifer,"In the world of Gift, the bowels of the planet hide a highly sought after crystalline substance known as Giftium. A young boy on Gift named Sougo Amagi inherited his interest in Giftium from his mother, a researcher. As an inhabitant of Garden Indigo, a small and prosperous miner''s town, Sougo has many opportunities to forage and collect rare crystals that can only be found there.

However, the most exciting treasure that Sougo discovers is not a crystal, but a person. After being pulled into a school quarrel, he plummets into the deep caverns of an old mine. There, in the abysmal depths of the earth, Felia—an enigmatic girl with red eyes and blue hair—emerges from a large crystal. Through this strange first encounter, bonds of friendship are formed between Felia and Sougo. But Felia is being pursued by a secret organization that aims to use her powers for their own benefit, and Sougo and his friends must help her, all while discovering the true nature of this girl from the crystal.

[Written by MAL Rewrite]",5.83,8bit,NULL,"Action, Adventure, Fantasy",12,23
312,Afro Samurai: Resurrection,"After obtaining the Number One headband, which proclaims him to be the best of all warriors, Afro spends most of his days in peace, though his nightmare-filled nights are not so tranquil. His life crescendos into chaos once again when Jinno and Sio, his former friends from long ago, take the headband from him, as well as the remains of his father. Challenged by Sio to don the Number Two headband again and exact revenge on them for their actions, Afro embarks on another journey as the wearer of said headband—an item for which anyone would kill him.

Afro Samurai: Resurrection follows Afro as he fights a second series of battles against all manner of foes, wading through the sea of corpses in his wake so that he may once again quench his never-ending thirst for revenge.

[Written by MAL Rewrite]",7.34,Gonzo,"Gore, Samurai","Action, Adventure",1,100
313,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,"Bardock, Son Goku''s father, is a low-ranking Saiyan soldier who was given the power to see into the future by the last remaining alien on a planet he just destroyed. He witnesses the destruction of his race and must now do his best to stop Frieza''s impending massacre.

(Source: ANN)",7.57,Toei Animation,NULL,"Adventure, Comedy, Fantasy, Sci-Fi",1,47
314,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA,"Miach sends the Hestia Familia to find a rare herb on a deserted island. Unbeknownst to the group, a familiar face is also on the island and things will get chaotic.

(Source: DanMachi Wiki)",6.47,J.C.Staff,NULL,"Adventure, Comedy, Fantasy, Ecchi",1,26
315,Mo Dao Zu Shi: Xian Yun Pian,"Continuing his masquerade as the deranged lunatic from the Lanling Jin Clan, Wei Wuxian resides in the Cloud Recesses while his former cultivation classmate, Lan Wangji, searches for answers about the demonic severed arm they have in custody. With an overwhelming dark energy emanating from the arm, the two are forced to work together in order to keep it contained. However, the demonic arm is not the only dark force lurking in the region, and as spiritual tensions rise in the mountains of the Gusu Lan Clan, it is up to the two of them to try and restore the natural order.

The story of Wei Wuxian''s fall from grace continues as more light is shed on his descent into the path of demonic cultivation. The demonic arm only further strains his mischievous spirit. This is the time for him to prove that he has truly broken free from the forbidden path and is not the maniacal sorcerer that everyone remembers him to be.

[Written by MAL Rewrite]",8.37,B.CMAY PICTURES,"Historical, Mythology, Reincarnation","Action, Adventure, Drama, Fantasy, Mystery",8,24
316,InuYasha Movie 2: Kagami no Naka no Mugenjou,"Fortune smiles on Inuyasha and his allies when they finally defeat their nemesis Naraku, who has caused them unrelenting hardships. Overjoyed by the long-awaited victory, they all hurry to resume their former lives, unaware that danger still lurks around. Kanna and Kagura, two of Naraku''s subordinates, make arrangements to set free a sealed demonic entity that claims to be Kaguya, the legendary Princess of the Heavens.

Although preoccupied with their own endeavors, Inuyasha''s group members reunite by a string of unusual coincidences involving Kanna and Kagura along with an inexplicable phenomenon of repeated full-moon nights. Upon realizing that Kaguya is behind the troubling events and that she holds a terrible power, they join forces once more to stop the disastrous fate she has planned for the world.

[Written by MAL Rewrite]
",7.67,Sunrise,"Historical, Mythology, Time Travel","Action, Adventure, Fantasy, Romance",1,99
848,Hakyuu Houshin Engi,"When his clan is wiped out by a beautiful demon, young Taikobo finds himself in charge of the mysterious Houshin Project. Its mission: find all immortals living in the human world and seal them away forever. But who do you trust—and whose side are you really on—when you''ve been trained to hunt demons by a demon?

(Source: VIZ Media)",5.39,C-Station,NULL,"Action, Adventure, Fantasy",23,23
3733,Hao Hao Wenzi Guo,(No synopsis yet.),,NULL,NULL,"Adventure, Fantasy",130,13
319,InuYasha Movie 1: Toki wo Koeru Omoi,"During their quest in the feudal era to recover the shards of the miraculous Shikon Jewel, Inuyasha, Kagome Higurashi, and their friends become the target of Menoumaru Hyouga—a demon awakened by one of the Shikon fragments, now in pursuit of Inuyasha''s heirloom sword Tessaiga. Following a clash between the fathers of Inuyasha and Menoumaru, the weapon is the only means to restore Menoumaru his rightful family heritage.

However, upon ambushing Inuyasha, Menoumaru discovers that Tessaiga''s owner alone can wield it. Determined to achieve his objective regardless, he kidnaps Kagome to force Inuyasha to use his blade and release the sealed powers of the Hyouga clan. With their dependable companions'' assistance, Inuyasha and Kagome oppose Menoumaru, unaware that his sinister intentions and alarming potential will endanger not only their world but also its distant future.

[Written by MAL Rewrite]
",7.56,Sunrise,"Historical, Mythology, Time Travel","Action, Adventure, Fantasy, Romance",1,99
320,Pokemon Best Wishes!,"When Satoshi and his mother accompany Professor Ookido to the distant Isshu region, Satoshi discovers Pokémon that he’s never seen before… and that he can’t wait to catch! He may have Pikachu at his side together with new friends Iris and Dent, but he’ll still need plenty of new Pokémon on his team if he wants to challenge Isshu''s expert Gym Leaders. His quest to become a Pokémon Master just got even tougher!

(Source: Official site)",6.43,OLM,NULL,"Action, Adventure, Comedy, Fantasy",84,22
321,Lupin III,"Arsène Lupin III is the grandson of world-famous thief Arsène Lupin, and he''s living up to his grandfather''s memory as a high-profile thief himself. Due to his infamy, Lupin III attracts the attention of the persistent Inspector Zenigata of the ICPO, as well as rival criminals. Lupin III''s criminal lifestyle even seeps into his love life. The main woman in Lupin III''s world is femme fatale Fujiko Mine, who Lupin III can never tell is working with or against him. Follow Lupin and his gunman partner Daisuke Jigen on their quest to own the world－or at least the valuable bits!",7.64,Tokyo Movie Shinsha,NULL,"Action, Adventure, Comedy, Mystery",23,25
322,Seisen Cerberus: Ryuukoku no Fatalités,"Maintaining a delicate balance of power, the kingdoms of Amoria, Ishilfen, and Vanrodis rule over the continent of Kuna''anh. Even the slightest hint of trouble in one country could spark a continent-wide war. However, their one common fear is the evil dragon Daganzord, whose only meaning of existence is to devour and destroy all life.

Ten years ago, a group of mages worked together in an effort to seal away the malevolent beast. But the ritual—later known as the ""Balbagoa Tragedy""—was a failure, and many lost their lives. Though his parents died in this tragedy, Hiiro was saved by the swordsman Giruu. Under the latter''s tutelage, Hiiro learned swordsmanship with the sole purpose of seeking revenge. Now a budding master himself, he sets out in search of Daganzord in order to realize his long-awaited vengeance, or to be consumed by the dragon and meet the same fate as his parents.

[Written by MAL Rewrite]",5.58,Bridge,NULL,"Adventure, Fantasy",13,24
323,InuYasha Movie 3: Tenka Hadou no Ken,"Following Inu no Taishou''s death, his swords Tenseiga and Tessaiga were passed on to his sons, Sesshoumaru and Inuyasha respectively. However, there exists one more blade. During a visit to his friend Kagome Higurashi in modern times, Inuyasha encounters Sounga—his father''s third sword. Found by one of Kagome''s ancestors inside the old well that connects the past to the future, Sounga has been kept for years as a treasured artifact at the Higurashi shrine. Nevertheless, it soon reveals itself to harbor an evil spirit with a terrible urge to kill. 

While struggling to subdue its calamitous nature, Inuyasha manages to bring Sounga back to the feudal era where he must confront his brother Sesshoumaru, who has always desired to possess it. But when they lose track of the sword during their fight, the siblings engage in a fervent competition to find it, still unaware of its secret and the legacy that Inu no Taishou has left for them.

[Written by MAL Rewrite]
",7.8,Sunrise,"Historical, Mythology, Time Travel","Action, Adventure, Fantasy, Romance",1,98
324,Mushishi Zoku Shou: Odoro no Michi,"Mysterious, unknowable creatures alien to the laws of nature—known only to some and feared by others—""Mushi"" lie behind many of life''s strange phenomena.

Long ago, a Mushi of terrifying power threatened to extinguish all life. The Minai clan of Mushishi were born from those who stopped this malevolent force, their members bound by duty to serve as retainers to the Karibusa family, within whom the Mushi remains sealed. The Mushishi Ginko is given a job request from Tanyuu Karibusa: oversee the work of the head of the Minai clan, Kumado Minai, in investigating an abandoned village where dead wood and even houses spring back to life as flourishing plants.

Though the Minai clan are oddly ruthless among Mushishi, even more peculiar is their widespread dull character, with little appreciation for beauty or sentiment. Tanyuu believes there is more to this trend than meets the eye. Ginko aims to answer her curiosity as he follows Kumado into a ""Path of Thorns,"" a place where Mushi flow from their own strange sources into the world of the living. Rare and deadly varieties of Mushi lurk in these depths, along with the secret nature of the Minai clan''s resolve to their ancient task.

[Written by MAL Rewrite]",8.43,Artland,"Adult Cast, Historical, Iyashikei","Adventure, Mystery, Slice of Life, Supernatural",1,47
325,Sakugan,"The ""Labyrinth"" is an expansive space deep underground where humans live in clusters known as ""colonies."" Over the years, the surface has become a distant memory—even perhaps only a fantasy to those who have never experienced its wonders.

Making sure humanity survives the harsh conditions of the underground, a colony''s citizens can take on a variety of specialized jobs. These include ""Workers,"" who mine precious ore to fuel the colonies, and ""Markers,"" who journey into the Labyrinth''s surprisingly lush environment to bring back information that eases navigation. However, humanity also faces a threat to its existence—creatures called ""kaijuu"" whose sizes range from that of a small child to an enormous building, and are hostile to any human they see. Moreover, kaijuu that are large enough can force their way into the colonies, further increasing their threat level.

Memenpu is a nine-year-old college graduate whose inventions have greatly benefitted the Workers in her local colony. Recently, however, she has been dreaming of a place with a neverending ceiling not bound by bedrock. These aspirations fuel her desire to become a Marker and explore the Labyrinth''s vast unknown in search of such a fantastical place. Despite her father Gagumber''s vehement disagreement, a certain incident with the kaijuu jumpstarts a dangerous yet exciting adventure that will surely alter humanity''s course forever.

[Written by MAL Rewrite]",6.51,Satelight,"Childcare, Mecha","Action, Adventure, Sci-Fi",12,23
1685,Geobreeders: File-X Chibi Neko Dakkan,"Taba and the Girls of Kagura Total Security Inc. specialize in jobs where their enemy are ""Phantom Cats"". They have a few run ins with the various Government agencies, as well as a gang of Phantom Cats; blowing up a lot of stuff along the way. When one of their own is kidnapped, they have to get her back.

(Source: ANN)",6.5,Chaos Project,NULL,"Adventure, Comedy, Supernatural",3,30
327,Uragiri wa Boku no Namae wo Shitteiru,"Growing up as an orphan, Yuki Sakurai questions his reason for living and ability to see a person''s painful memory by simply touching them. After receiving anonymous notes telling him to die, Yuki is unable to shake off the nagging feeling forming inside of him. Unbeknownst to him, he is being watched, both by people who want to harm him and those who want to protect him.

One foggy night, Yuki''s life is saved by a beautiful man with silver eyes and jet black hair—a man he has never met before yet seems familiar. With the arrival of this mysterious stranger, Yuki''s forgotten past has been awakened and the purpose of his existence has appeared before him.

Uragiri wa Boku no Namae wo Shitteiru tells the story of a teenage boy as he discovers who he is and where he comes from—all while making friends, experiencing betrayal, and slowly piecing together the puzzle of his past.

[Written by MAL Rewrite]",7.2,J.C.Staff,NULL,"Adventure, Boys Love, Drama, Fantasy",24,23
328,Groove Adventure Rave,"Fifty years ago, malevolent stones known as Dark Brings brought about the ""Overdrive,"" a calamitous event that destroyed one-tenth of the world. In the present day, the nefarious organization Demon Card seeks the Dark Brings'' power for their all but innocent intentions. 

Haru Glory, a sword-wielding silver-haired teenager, inherits the title of Rave Master: the person who wields the power of the legendary Rave Stones, artifacts capable of destroying the Dark Brings. However, the many Rave Stones were scattered across the globe as a result of the Overdrive, allowing Demon Card to continue their malpractices. 

Groove Adventure Rave follows Haru, his strange dog Plue, the fiery blonde Ellie, and the infamous thief Musica, as they embark on a great journey that will take them around the vast world, searching for the Rave Stones that will finally end Demon Card''s injustice.

[Written by MAL Rewrite]
",7.21,Studio Deen,NULL,"Action, Adventure, Comedy, Fantasy, Romance",51,24
329,Toaru Hikuushi e no Koiuta,"In order to uncover the ""end of the sky,"" as spoken of in ancient mythology, Kal-el Albus is sent to Isla, an island in the sky. There he attends Cadoques High''s Aerial Division, where he enjoys a carefree life with his schoolmates. That is...until a surprise attack by the air tribe drags Isla into a bloody war.

(Source: NIS America)",7.15,TMS Entertainment,NULL,"Adventure, Drama, Romance",13,24
330,One Piece Movie 02: Nejimaki-jima no Daibouken,"Informed by the Thief Brothers his ship has been stolen by the Trump Kyoudai (Trump Siblings) who have set up base on Clockwork Island. Monkey D. Luffy, Captain of the Going Merry and aspiring Pirate King works with his crew - Usopp, Zoro, Sanji and Nami to battle their way up Clockwork Island to reclaim their ship.

(Source: ANN)",7.1,Toei Animation,NULL,"Action, Adventure, Fantasy",1,55
331,Pokemon Movie 06: Nanayo no Negaiboshi Jirachi,"The Millennium Comet is about to make its long-awaited appearance in the sky again, supposedly granting the wishes of all those who see it in the skies above them. Of course, Satoshi and friends are equally interested in the Millennium Festival, especially when they attend a magic performance by the Great Butler. Even more interesting is the mysterious cocoon in Butler’s possession—from which Masato hears a mysterious voice calling! When Jirachi emerges from its slumber, Masato has a new friend—sadly, it’s only for the brief few days that the Millennium Comet appears in the sky.

Masato is anxious to make the most of his time with his new friend, but the Great Butler has his own plans for Jirachi, which are not so friendly. He wants to revive the Legendary Groudon, and Jirachi just might be able to grant that wish.

Can Masato, Satoshi, Haruka, and Takeshi stop Butler and save Jirachi before Groudon reappears to reign destruction over the land?

(Source: Official site)",6.74,OLM,NULL,"Adventure, Comedy, Drama, Fantasy",1,81
332,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd","Second Season of Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita.",6.78,Studio Flad,NULL,"Adventure, Fantasy, Romance",12,23
333,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"Thanks to the Fruit of Evolution, Seiichi Hiiragi''s amazing new life in another world allows him to meet dependable allies and create formidable spells. His abilities catch the attention of Barnabus Ablitt, the principal of the Barbador Academy of Magic, who invites Seiichi to become a teacher at the institution. Coincidentally, Seiichi''s classmates from Earth are enrolled there, which will lead to an awkward reunion if he is to meet them.

Behind the scenes, however, an enigmatic cult called The Great Devil Order devises a sinister scheme to resurrect their deity and sacrifice the students of Barbador to hasten the process. As Seiichi''s power is second to none, it is up to him to protect not only his friends but also the entire world from the looming darkness.

[Written by MAL Rewrite]",5.44,Hotline,"Harem, Isekai","Adventure, Fantasy, Romance",12,23
334,Jigokuraku 2nd Season,Second season of Jigokuraku.,,MAPPA,"Gore, Historical, Samurai","Action, Adventure, Fantasy",,0
335,Mary to Majo no Hana,"Mary Smith is a clumsy girl with wild red hair who can''t seem to do anything right. After moving in with her Great Aunt Charlotte, Mary finds herself lonely and bored, until one day she spies a cat which seems to keep changing color every time she sees it. Curiosity gets the better of her and she follows it into nearby woods. Deep in the forest, the cat takes her to a clearing with dead trees and brown grass, where the only sign of life is a cluster of mysterious blue flowers that Mary has never seen before. The gardener of the estate later tells her that the rare species is called ""Fly-by-Night,"" and is said to be sought by witches for its incredible magical power.

When the strange cat returns to her one night, Mary is led once again into the woods, but this time to an old broomstick hidden by a gnarled tree. After she clumsily squashes some Fly-by-Night against the broomstick, it begins to glow, whisking her off into the sky. Her wayward journey ends at the Endor College for Witches, where she is mistaken for a new student. And so, Mary must learn to look after herself in this marvelous new world of magic, where things are not always as they seem.

[Written by MAL Rewrite]",7.26,Studio Ponoc,NULL,"Adventure, Fantasy",1,102
351,Mushibugyou,"A menace of huge monster-like insects is plaguing the land of Edo. Too powerful to be subdued by ordinary folks, the creatures are hunted by the Insect Magistrates—a group of warriors who specialize in various secret arts and combat styles. To bolster their strength, they summon Genjuurou Tsukishima, the master swordsman from the Tsugaru Province.

Due to an unfortunate incident, however, Genjuurou is incapable of answering the call and sends his son, Jinbee, to serve in his stead. Determined to atone for the incident caused by his own cowardice, Jinbee agrees to travel to Edo and join the Insect Magistrates. Armed with his fiery spirit and unwavering resolve, Jinbee vows to become a stronger samurai and rid Edo of the insect threat once and for all.

[Written by MAL Rewrite]",7.29,Seven Arcs Pictures,"Historical, Martial Arts, Samurai, Super Power","Action, Adventure, Fantasy",26,23
3367,Konglong Baobei: Longshen Yongshi 2,Second season of Konglong Baobei Zhi Longshen Yongshi.,,NULL,NULL,"Adventure, Comedy, Sci-Fi",52,15
336,Shironeko Project: Zero Chronicle,"The world is divided into two kingdoms: the Kingdom of White, which floats in the heavens and is ruled by their queen Iris, and the Kingdom of Black, which stands upon desolate land below and houses the King of Darkness as its ruler. As of late, forces of evil have amassed great power, posing a threat to the entire world. Being the main representative of the Light, it is Iris'' duty to maintain the balance of the world and fight off the darkness in her kingdom.

Meanwhile in the Kingdom of Black, rampaging monsters annihilate a certain boy''s village, leaving him the sole survivor. As he grieves in hopelessness, an armored man named Skeer notices the child and comforts him. Soon after, Skeer recognizes the boy''s potential to change the kingdom''s status quo and makes him his heir before passing away. The boy then vows to become the Prince of Darkness—the one who will replace the King—to bring the world back to its rightful path.

As Iris and Prince of Darkness each challenge the impending doom the world faces in their own respective ways, their destinies will converge with each other, and perhaps, their bond will decide the fate of the world.

[Written by MAL Rewrite]",5.39,Project No.9,NULL,"Action, Adventure, Fantasy",12,23
337,Saiunkoku Monogatari,"Shuurei Kou, the daughter of a noble yet impoverished family, is a clever young lady who dreams of becoming a government official and contributing toward her country. However, her dream is out of her reach as such a position is forbidden to women. While her father works a low wage job as an archivist at the palace, Shuurei has to juggle odd jobs to make ends meet. Then, one day, an unexpected visit changes her life. 

Shuurei is called to assist Ryuuki Shi, the new emperor who is known for slacking on his duties and preferring the company of men. Tempted by the generous compensation, she readily accepts the chance to become the young emperor''s consort for six months. Luckily, she is not alone as Seiran Shi, her trusty friend, joins her as Ryuuki''s bodyguard. While tasked with transforming the new emperor into a responsible ruler, court life and politics prove troublesome as Shuurei faces the challenges of her new life.

Set in a fictional country, Saiunkoku Monogatari centers on the idea of meaningful leadership, its adversities and the rewards that come alongside a prospering nation.

[Written by MAL Rewrite]",7.88,Madhouse,"Historical, Reverse Harem","Adventure, Fantasy, Romance",39,25
338,Eureka Seven AO,"The story is set on Okinawa''s isolated island of Iwado, which has seen a growing movement advocating a return to an autonomous government. Ao Fukai, a 12-year-old boy with a missing father, lives on the island with an old doctor named Toshio and is about to enter middle school. Ao''s mother was taken away a decade ago by unknown individuals. Naru Arata, Ao''s 12-year-old childhood friend and the story''s heroine, lives with her father, older sister, and grandmother. She has a ""Yuta"" power awakened within her due to an incident when she was young. A mysterious entity called ""Secret"" suddenly appears and launches an attack on the Scub Coral lifeform on the island. Ao launches a certain military FP called ""Nirvash"" aboard a Japanese military transport in his fervent desire to protect the island. 

(Source: FUNimation) ",6.65,Bones,NULL,"Action, Adventure, Drama, Sci-Fi",24,24
339,Scrapped Princess,"Born to the royal family, Pacifica Casull has earned the nickname ""Scrapped Princess"" after an apocalyptic prophecy foretells her destroying the world on her 16th birthday. Rescued from certain death by a kindly family, she takes shelter with her adoptive older brother and sister, Shannon and Raquel Casull. When news of her survival reaches the ears of the God Mauser''s worshippers, they issue her death at all costs, forcing Pacifica to flee for her life.

Plagued by threats from the church, the nobility and even the common people, the three siblings attempt to outrun the fate Pacifica is destined to bring, all the while questioning if one girl''s life is worth the world''s demise. The true nature of the Scrapped Princess, along with the harrowing revelations of the world itself, becomes more and more apparent as the princess'' 16th birthday fast approaches.

[Written by MAL Rewrite]",7.38,Bones,NULL,"Action, Adventure, Drama, Fantasy, Sci-Fi",24,23
340,Erementar Gerad,"After a routine raid, the rookie sky pirate Coud finds a most unusual cargo in his mates'' cargo hold: Ren, an ""Edel Reid"", a race prized by humans for granting special combat power to their partners through ""Reacting"". He quickly discovers, however, that Ren is even more prized than he expected. The pirate ship is visited by three members of the Edel Reid Complete Protection Agency ""Arc Aire"", who try to purchase her. When Coud refuses, the ship is suddenly attacked by a mysterious force, and Coud''s captain charges him with Ren''s protection.

(Source: ANN)",7.24,Xebec,NULL,"Action, Adventure, Fantasy, Romance",26,24
341,Tsubasa: Tokyo Revelations,"Continuing their journey from Record Country (the place that held the book of memories), Syaoran and company land into Tokyo Country, a blood-filled country under war from opposing factions for natural resources and survival. While reluctantly involved in the race to live, the group faces their own problems as certain revelations are made, changing their journey forever.

A shocking betrayal and a battle that risks all of their lives. After this revelation, they will never be the same again.",8.27,Production I.G,NULL,"Action, Adventure, Drama, Fantasy, Romance",3,24
342,Golden Kamuy 4th Season,"The race to obtain the lost Ainu gold is nearing its peak, as even more formidable ex-prisoners are set on keeping their tattooed skins intact. Saichi ""The Immortal"" Sugimoto and Asirpa can finally move forward together, but Asirpa''s time with Kiroranke and Ogata Hyakunosuke has slightly altered her ambition and strengthened her determination. As their party leaves the Russian territory, they gain a peculiar follower.

Meanwhile, Toshizou Hijikata''s crew makes major moves to get invaluable skins, falling into the poisonous trap of a dangerous convict. Although each group possesses a strong advantage over the others, even First Lieutenant Tokushirou Tsurumi—the most powerful and ruthless contender—cannot advance without Asirpa''s help. However, his ominous plans for when they will inevitably meet remain a mystery.

[Written by MAL Rewrite]",8.14,Brain''s Base,"Adult Cast, Historical, Military","Action, Adventure",13,23
3471,Tsumurin: Korokoro Yamu no Daibouken,"This is an animation in which the character Tsumurin rolls around. Let''s Rolling Ball!

(Source: YouTube)",,NULL,NULL,Adventure,2,5
352,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,"After safely escorting the cowardly Takigakure leader Shibuki to his homeland, Naruto Uzumaki, Sasuke Uchiha, and Sakura Haruno are taken aback by the village''s sudden invasion of rogue ninjas. As their teacher Kakashi Hatake had departed for Konohagakure beforehand, the team is left to deal with the attacking forces on their own. 

While the group prepares for a rescue operation, they learn that Suien, the mastermind behind the assault, is pursuing the Hero Water—an elixir that briefly increases the chakra of those who drink it by tenfold. Knowing that the liquid is in Shibuki''s possession, Suien takes the villagers hostage to use them as a bargaining chip. 

Despite the odds stacked against them, Naruto fights the enemy heroically, spurring Shibuki on to discover the courage to protect his people.

[Written by MAL Rewrite]",6.76,Pierrot,NULL,"Action, Adventure, Fantasy",1,40
343,InuYasha Movie 4: Guren no Houraijima,"Hourai is a mysterious island that appears for a limited period once every 50 years. Some say that the isle holds the secret of eternal youth; others believe that it brings disaster to their land. When Inuyasha''s group saves a half-demon child from being hunted by a monstrous creature, they learn that her name is Ai and that she fled from Hourai. Surprisingly, the girl is an acquaintance of Inuyasha and begs him to rescue her friends, who are being held prisoner by vicious demons calling themselves the Four War Gods—an enemy Inuyasha remembers well.

Upon reaching Hourai, Ai''s guests are horrified to discover that only a handful of orphans still inhabit the island and are destined to become sacrifices to increase the Four War Gods'' powers. Furthermore, the victims bear their oppressors'' enchanted mark, which prevents them from escaping. Defeating the four demons remains Inuyasha''s most viable option, but their superiority in strength will require daring initiatives achievable only by the group''s combined teamwork.

[Written by MAL Rewrite]
",7.55,Sunrise,"Historical, Mythology, Time Travel","Action, Adventure, Fantasy, Romance",1,87
344,Bobobo-bo Bo-bobo,"In a futuristic world, the Maruhage Empire is a militant organization out to steal everyone''s hair, and thus their freedom. But a brave man with an afro of gold and nose hairs of steel stands up against their tyranny. Bobobo-bo Bo-bobo, trained in the ways of hair, rescues a teenager named Beauty from the grunts of the Maruhage Empire. Together, they start on a journey to defeat Emperor Tsuru Tsurulina IV. As Bo-bobo meets new friends and battles foes along the way, so too does he begin his quest to save all the hairs of the world!

Light-hearted and comical, Bobobo-bo Bo-bobo details a wacky adventure in which Bo-bobo and his companions fight all sorts of villains and deviants within the Maruhage Empire, all the while having a fun and exciting adventure.

[Written by MAL Rewrite]",7.49,Toei Animation,NULL,"Adventure, Comedy, Sci-Fi",76,25
345,Metal Fight Beyblade,"A new cast of characters take on the continued battle between good and evil. Ginga, our hero, and his group of loyal friends take on a dangerous group called the Dark Nebula. The Dark Nebula’s sole mission is to take over the world and unleash their evil upon it; but before they can do so, they must destroy Ginga as he is the only person that’s strong enough to stand in their way. The plot thickens as friends become enemies and enemies become allies. Everything starts and ends with Ginga as he struggles to find the strength to defend his world and the honor of Beyblade.

(Source: Beyblade.com)",6.89,Tatsunoko Production,NULL,"Adventure, Comedy, Sports",51,25
346,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,"After suffering great personal loss during the battle of Marineford, Monkey D. Luffy finds himself stranded on Rusukaina, a treacherous island crawling with huge and dangerous creatures. There, he has committed himself to a two-year stretch of training to learn ""Haki,"" the energy that combatants can use to grant themselves a variety of abilities in battle.

Luffy is jerked away from his otherwise peaceful training by the abduction of Sandersonia and Marigold, sisters of his friend and ally Boa Hancock. With Boa''s aid, Luffy seeks to track down the infamous pirate responsible for the kidnapping, a man whose recent prison break is the result of Luffy''s own reckless actions. Luffy must use his developing grasp of Haki to defeat this new foe while coming to terms with his overbearing grief in the process.

[Written by MAL Rewrite]
",7.85,Toei Animation,NULL,"Adventure, Fantasy",1,107
347,Persona 4 the Golden Animation,"Spring. Far from the city, time flows peacefully in this rural town. As the cherry blossoms scatter in the wind, a young man named Yu Narukami steps off the train at Yasoinaba Station. Yu has come to this town, where his uncle lives, for family reasons; he will be transferring into the local high school, Yasogami High. And so begins his school life... The shopping mall after school. A series of murders taking place in town. The Midnight Channel, airing late at night.... What lies in store for Yu and his friends ‘this time around?

(Source: Aniplex USA)",6.63,A-1 Pictures,"School, Super Power","Adventure, Mystery, Sci-Fi, Supernatural",12,23
348,Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,"The legendary Renegade Pokémon, Giratina, encounters the Temporal Pokémon Dialga by a lake and successfully manages to drag Dialga into its home—an alternate dimension separate from the normal world. But a small green Pokémon gets gotten dragged in as well—and though it somehow escapes, Dialga uses this opportunity to escape as well after preventing Giratina from chasing after it.

After accidentally ruining Satoshi and his friends'' picnic, the green Pokémon is taken to the Pokémon Center where it is treated for injuries and introduced as Shaymin, the mythical Gratitude Pokémon. Using telepathy, Shaymin demands that Satoshi, Hikari, and Takeshi take it somewhere. But before they can find out where to go, the group find themselves being pursued by both Giratina and a strange man named Zero—both in search of little Shaymin! Will Satoshi and his friends be able to find Shaymin''s desired place while keeping themselves out of danger?

[Written by MAL Rewrite]",6.89,OLM,NULL,"Action, Adventure, Fantasy",1,96
